,id,signer_id,text,len,city,age
92,352029,59854632.0,"В часе езды от Баку находится Гобустан - место силы людей, обитавших тут 15-20 тысяч лет назад.Столовые горы, фантастические скалистые пейзажи, пещеры с наскальными изображениями, действующие грязевые вулканы и незабываемые виды, а при правильном выборе гидов - возможность старгейзинг кемпинга.#letsgobustan",41,,
93,351991,4266349.0,Мой Непал! Фотографии с трека вокруг Аннапурны,7,,
94,351976,13861943.0,the road story India,4,1,
95,351964,34787836.0,Меджик в Каппадокии?,3,,
96,351956,,"Нашивки ""Бродяги Дхармы""Цена: 200 руб.Доставка: в любую точку планеты, где действует почта. Как заказать: dharmastore.ru/stripesУзнавай своих издалека, цепляй нашивку на рюкзак и следуй за сердцем. Всем путешествий! ?dharmastore.ru/stripes",32,,
97,351944,36403837.0,Поллонарува - древняя столица Шри Ланки. Самое магическое место острова.,9,185,33
98,351921,41008856.0,"Примерно в 6 км от с.Камское Устье есть Юрьевская пещера и заброшенные каменоломни. Вроде бы ничего особенного. Ширина реки в это месте достигает 41 км, длина пещеры 1005м. Какова длина заброшенных гипсовых выработок и что скрывается в их лабиринтах - вообще неизвестно. И ни души вокруг... Всё это вместе придало нашему маленькому приключению таинственность и сделало его незабываемым",58,1,30
99,351904,148014790.0,"Горный Алтай, лето 2016.",4,25,
100,351830,32097.0,"Привет,  путешественники! Настал в моей жизни период, когда очень  хочется перезагрузится и стать ближе к себе. Хочется на випассану. Я сейчас нахожусь в Таиланде и на этот счёт думаю о начале июня. Я знаю, что есть центры на Самуи, Пангане,  и,  конечно же,  много в Чианг Мае.  Можно рассмотреть и соседние страны, а может быть вообще лучше сделать это дома, в России? Английский  у меня неплохой, но все же может важно слушать лекции на русском? Поделитесь своим опытом и знаниями на этот счёт,  где были,  что понравилось,  в чем разница между випассаной и ретритом, в конце концов? На фото остров Пи Пи,  где я сейчас живу.",106,,
101,351806,55292469.0,Это даже лучше сказки! Тибетский город - Дечен. Высота 3200 метров.,10,2,27
102,351759,44050942.0,"Вильнюс - место, где чудесным образом соединен старый город с узкими улочками и живописной архитектурой; самопровозглашенная республика Ужупис, где арт на каждом шагу, качели на мосту и то самое вино из одуванчиков; и уютный Жверинас с деревянными домиками и тёплыми ламповыми кафе. именно такой запомнилась мне Литва: чудесной, живописной и уютной, местом, в которое хочется возвратиться, как к себе домой.",59,314,24
103,351752,40661639.0,"Я думаю, что истинное счастье — это приветствовать солнце с таким же восторгом, как оно приветствует меня каждый день. Мне, действительно, кажется, что, если вы проснетесь утром, почувствуете, как солнечный свет льется через ваше окно, и вы на самом деле чувствуете, как его тепло отдается в вашем сердце, то вы будете ощущать себя счастливым.",54,1922897,
104,351729,163746383.0,"Красота ночи, Дания.",3,17125,21
105,351700,6819148.0,"Тенерифе, Канарские острова.Январь-февраль 2017",6,2,26
106,351686,305762352.0,"Это место, в которое я не могла попасть три года. По разным причинам, так что мне стало казаться, что его и не существует вовсе.Когда же снова мне подвернулась реальная возможность, я сказала парням, что если мы не поедем, то я сама пойду туда пешком. Не каждый раз тебе назначает встречу «настоящий дракон, к которому тебя везут на бронтозавре» – цитирую своих друзей?Это были мои лучшие два дня за три года. Путешествие мимо озера Гижгит, через перевал Актопрак на парадром Чегем. Чтобы летать. Чтобы жить.",85,,
107,351672,8923504.0,"Ликийская тропа, Турция. Март-апрель 2017",6,0,
108,351654,23938487.0,"Марокко Здесь есть все: океан, пустыня, высокие горы, тепло, фрукты, древние города и первобытная культура. Но чтобы полюбить эту страну, нужно уметь видеть детали и наслаждаться ими.",27,3170,22
109,351628,13861943.0,the road story Vietnam,4,1,
110,351608,70140346.0,"Приморский край, о. Русский. мыс Тобизина. март - 2017",8,,
111,351596,76645894.0,"Продолжение поста про пляжи Бали---?Green bowl beach. 1-2 фото. самый мой любимый пляж. Идеален как для ?? так и для ??. Несмотря на небольшую территорию и достаточное количество людей, пляж и вода чистая. Красивая природа и ну не знаю, мне не хотелось оттуда уходить. Вход вроде платный, сколько не знаю)?White Beach or Virdginia. 3-5 фото. Платный пляж 10000 с человека, если пешком, через лес легко можно пункт проверки обойти, если на машине, можно до пункта выйти из машины и тогда заплатит только водитель, машина бесплатно. Отлично подходит для ??, посерфить здесь не получится, нету волн)чистая вода, песочек, несколько кафешек на берегу и много природы, можно подняться на гору, там красивый вид на остров неподалеку, качель и коровы)?пляж возле шоколадной фабрики. 6-7 фото. Очень красивое место и качели) вход на фабрику платный, 10000 вроде. Я не купалась так что о качестве воды тут ничего сказать не могу)?candidasa. 8-9 фото. Без понятия почему тут туристы вообще снимают жилье. Купаться здесь можно только в бассейнах, так как вода и пляж грязные и куча лодок в воде. Черный песок и красивый вид.?пляжи от Эхо до Куты. 10-е фото. Прошла этот путь пешком по пляжу, таким образом побывала на всех, что на этом пути. Жутко устала и малость обгорела, зато как бонус на Куте получилось таки посерфить на боди борте и серф доске бесплатно?. Эти пляжи подходят как для ?? так и доя ??, но больше конечно для ??. Волны тут всегда. Вода норм и берег тоже. черный песок иногда переходит в белый. Пейзаж всех пляжей схожий, но мне почему-то больше всех понравился именно Эхо.Надеюсь данная информация будет полезна путешественникам или просто туристам)??",282,72,26
112,351580,36403837.0,"Январь. Улуру. Австралийский аутбэк напоминает финскую сауну: сухо, +50С и пахнет эвкалиптовыми вениками.",13,185,33
113,351561,76645894.0,"Топ пляжей Бали, которые я посетила за 11 дней своего пребывания на острове?-----Первые 2 дня я жила на полуострове Букит (это самая южная часть Бали). Там все другое, и природа и море и люди и цены. Если вы едите именно по релаксировать на море, то лучше остановиться именно в Буките. Пишу не в порядке топов и не присуждаю места, так как каждый пляж хорош для определенной цели, а в порядке фотографий.?Пляж Улувату (или сикрет битч) 1-е фото. Пляж только для проф серферов, обычным туристам купальщикам, там только пофоткатьСя можно и поглядеть на серферов) впринципе, если пройти в дыру между скал, можно пройти как раз на сикрет битч, но во первых это реально, только когда нет сильного ветра и больших волн (а они там постоянно) и если не жалко намочить свои вещи, так как идти прийдется по воде и тот же телефон, рискует при этом подмокнуть) поэтому этому пляжу присуждается вот такой значек ?? что будет означать в этом посте ""пляж для серфа""?Паданг битч. Только для ??. Весьма грязный пляж и плавает много мусора, спускаться долго.?Паданг Паданг. Платный пляж 10000 вроде вход. Отличный пляж для купания??. Но, много мусора и много людей, пляж небольшой, но красивый. 4-5 картинка.?бассейн Инфинити. Это отдельная тема, когда море не айс или идет дождь, этот бассейн лучшее место на острове! Трехъярусное чудо архитектуры и очень шустрый Вай фай. Бассейн на территории milo's home.???меласти битч. 7-е фото. Подходит как для ?? так и для??. Очень красивое место с чистым пляжем и водой, туристов совсем немного. Вход бесплатный.?нянг нянг битч. 8 фото. Очень долгий и сложный спуск, зато пляж длинный и (если еще и утром) никого там нету?. Так что это отличное место для тех, кто хочет позагорать топлес, побыть наедине с собой. В плане купания, если тщательно искать, то можно найти голубые лагунки, где нету рифов и достаточная глубина чтобы искупаться. А в целом это пляж для ??.?Сулубан. 9-е фото. На него можно пройти с Нянг Нянг битча по берегу, так как с этого пляжа гораздо легче подняться обратно в город. Оба пляжа бесплатные. И оба для ??. Видела на Сулубане нудистов, так что ленивый народ едет на Сулубан, а не ленивый на Нянг Нянг)?Дримленд битч. 10-е фото. Бесплатный вход. За парковку возможно надо платить. Пляж подходит как для ??так и доя ??, но мне не понравился, много туристов, очень грязная вода и пляж, куча кафешек, рядом река и волны большие.",409,72,26
114,351530,18054795.0,"?????????БРОДЯГИ, СРОЧНО НУЖЕН СОВЕТ. Подскажите, как БЫСТРО сделать приглашение в Китай. Подали документы на визу в Улан-Баторе и в день выдачи визы от нас потребовали приглашение.Кто с этим сталкивался именно в ЭТОМ городе? Может у кого-нибудь из вас есть знакомые-китайцы которые могут кинуть приглашение.",48,4513,16
115,351523,9466892.0,"Вчера вернулся из велопоездки в Абхазию. Первый раз на велосипеде (до этого был на автобусной экскурсии где-то в 2003г.) Цель поездки : посмотреть соседнюю страну и заполнить ""пробел"" в маршруте Сочи-Стамбул. (в 2014 мы поъезжали к границе с Абхазией с грузинской стороны). Выехал позавчера в 6-00 из Сочи (Худ. музей), в 19-30 прикатил в Гал. По дороге пару раз останавливался в местных кафешках завтракать и обедать. Впечатления: дорога отличная, природа сказочная, погода ясная. После Сочи показалось, что попал в деревню : тишина, вольнопасущиеся лошади, коровы, свиньи, куры,индюки. Останавливался пообщаться с местными: нормальное взаимное дружелюбное отношение. На фразу ""слышал, что у вас тут бывает неспокойно"" получал недоуменные взгляды и советы поменьше сидеть в интернете. На перевале после Сухума встретил велобродягу Виталия из Новгорода, который выехал из дома еще в прошлом году, изъездил Крым, там зимовал и работал, сейчас двигается в стиле экспромт по Кавказу. Надеется проехать в Грузию)). Славный малый. Местные автолюбители гоняют как угорелые, был свидетелем аварии, авто в обнимку с деревом, но все остались живы. Ко мне, как участнику движения, отношение тоже было нормальное, иногда сигналили, никто впритык не проезжал. Останавливался искупаться в горной речке. В общем все было спокойно.Единственно, по приезду в Гал, Эрик, начальник местного уг. розыска, с которым я познакомился на посту ДПС, сказал, что в темноте лучше не ездить, и заночевать неподалеку от гаишной будки. В смысле, так спокойнее. Говорит что лет девять назад ограбили двух автостопщиков, и пару лет назад велосипедистов. Помимо этого предложил меня на своей машине прокатить до границы совершенно бесплатно. В общем, за 5 минут доехали до границы, поздоровались с пограничниками, поговорили, вернулись в Гал, объехали все главные достопримечательности, заехали к его тете, попили кофе на улице, поговорили о жизни, и, затем, еще полчаса общались с местными у поста ДПС. Предложили переночевать в машине, но я отказался и подремал в спальнике, на автобусной остановке. В 6 утра уже рассвело, погода начала портиться. Съездил, уже на велосипеде, до границы, пообщался с местными, вернулся в Гал, сел в маршрутку и за 200 руб доехал до Сухума. Оттуда на автобусе, за туже сумму, доехал до Псоу. Здесь же пообедал, купил в Duty Free бутылку французского Merlo за те же 200)) и через 5 минут был в России. Тут с неба ливануло, пришлось одеть бахилы, дождевик и часа через два, абсолютно мокрый, но счастливый, был дома. Через хостинский тоннель обратно не поехал, крутанул по старому шоссе, оно как-то спокойнее. В итоге имею пробег за два дня 290 км, мозоль на пятой точке и много хороших впечатлений...",416,133,45
116,351508,132455332.0,Подробное описание как оформить визу в Китай самостоятельно в 2017гhttps://www.youtube.com/watch?v=6v9GUyVxDY8,14,,
117,351501,13895919.0,,0,2,
118,351495,179044803.0,"Яншо (Yangshuo / ??)Город в Южном Китае. Тут так красиво, что жалеешь о том, что надо ложиться спать. Когда-то давно я наткнулся на него на панорамах google maps и с тех пор мечтал попасть сюда. Это место уникально своим ландшафтом - равнина, на которой везде, куда не глянь торчат аккуратные крутые горы-холмы. В-принципе не обязательно ехать в этот конкретный город, тут такой ландшафт тянется на многие километры. Плюс Яншо в том, что тут много бегпекеров и в городе говорят по-английски, что для Китая большое достижение)",89,458,
119,351484,6332199.0,"Филиппинская свеча – по аналогии с финской, так мы назвали костровую приспособу из бамбука, которую смастерили во время байдарочного похода по морю Сибуян (Филиппины). Идея этой бамбуковой щепочницы пришла в голову, когда мы увидели спилок бамбука на диком филиппинском пляже с серо-зеленоватым песком – месте одной из наших стоянок. У спилка был заостренный край, который удобно втыкался в песок, а толстые стенки бамбукового стебля позволяли надеяться на то, что щепочница накормит нас быстрее, чем прогорит. И наши расчеты оправдались. Супчик получился отменным. ?",84,2,
120,351473,63539788.0,"Доброе утро, путешественники!????",4,61,
121,351426,67248868.0,"Привет, Адыгея!! Адыгея для меня лично - так называемое, место силы. Что это вообще ""место силы""? Постоянно слышу эту фразу, но не понимаю почему кедр на Алтае или скала на Урале - это ""место силы""??!! Стою и ничего не ощущаю - дерево - как дерево, скала - как скала. Тут я ощутил...""место силы"" - это когда за одну секунду сквозь меня проносятся разноцветные ""ткани"" прошлого, напоминания бытия, бездонные источники счастья, эмоций, гармонии, сочетания с природой всего вокруг. В этих местах я впервые посмотрел на грозное течение реки Белой, на обрыв горных стен, на водопады вышиной с огромный дом. Вот тогда-то и заболел путешествиями. В тот раз мы ездили с родителями на Экскурсию. Схема простая : идет толпа народу, впереди ГИД с улыбкой на лице, перекрикивает водные потоки и рассказывает легенды про вот этот камень, вот про ту тропу...а что делает 10-летний сорванец с Урала?! А он продирается через эту толпу, уходит вперед, прочь от мифологии и обливающейся пОтом толпы людей - в мир природы, где из-под ног разбегаются ящерицы, а сверху падают маленькие камешки,как напоминание о том, что природа - это красиво, но местами опасно. Тогда родители меня потеряли и сильно ругали, ведь слева вертикальная стена, а справа обрыв метров 50, а там река. Я выслушивал нравоучения мамы, а внутри, в сердце я парил, летел, вспоминал, ощущал. Про походы часто говорят - вдали от...Но вдали от чего?? Быть может, я, находясь в городе, нахожусь вдали от...?? Вдали от чистоты, бодрости духа, спокойствия, отрады?!Рекомендую всем черпать вдохновение там, где вам проще и лучше всего. ""Не ищите легких путей"" - не правильная формулировка! Ведь для кого-то ""легкий путь"", вроде переходов ледяной реки вброд может оказаться жесткой рутиной для вас. Ищите легкие пути и идите по ним - это прекрасно, без преувеличений!",286,49,
122,351393,21443682.0,"""Расстояние и новизна - вот секретные стимуляторы творчества. Возвращаясь в свой дом, мы находим его прежним. Но что-то в нашей голове изменилось, а значит, изменилось все"". Джона Лерер, писатель. На фото прекрасная #Srilanka",33,49,26
123,351339,3543189.0,"ночь. киев. бар. громкий тусич. толкучка у стойки. я пробираюсь за нефильтрованным. на полу что-то блестит. поднимаю – карточка visa. тянусь к бармену, ору – «чувак, кто-то потерял, пущая у вас полежит!». сбоку – «блять, чув, это ж моя! третий раз её теряю. могу доки показать, отвечаю, это моя». я – «без вопросов, дядька, держи и не теряй больше». он – «ооох, мужик, с меня пиво, сейчас закажу». настя – «блин, макс, как у тебя это получается?!». я – «всё просто. отдавай добро и всё прийдёт. это правило работает всегда». мне – одно движение, кому-то – радость. в тысячный раз убеждаюсь в этой простой истине. отдавая безвозмездное добро, ты по-любому встретишь добро в ответ. рано или поздно. так меня учили родители, хотя и не обозначали вербально – дари безвозмездную любовь и не жди ничего в ответ. вселенная сделает всё как надо. фотокарточка эта – с фермы в исландии. мы помогли на поле, нас приютили в уютном доме. и так всегда – я отдаю и получаю, получаю и отдаю. отдаю много. часто не получая ничего взамен. но однажды получаю сполна, да так много, что унести не получается. любите, выручайте, отдавайте, идите на помощь и будьте честны. это правда просто. на этом я заканчиваю свою проповедь. пожертвования бросайте коробочку.",213,314,
124,351305,1002403.0,Озеро Нижнее Шавлинское в сентябре 2016.,6,,
125,351273,21816888.0,"Настало время рассказать все до конца о путешествии по Тайланду ? Автостоп!долго я хотела попробовать, много читала блогов продвинутых путешественников и все расхваливали данный вид перемещения именно по территории Тайланда) Где-то боялась, где -то сомневалась, что хоть кто-то остановится. Но кто не рискует, тот не перезимует в Азии??так получилось ведь))) От границы с Камбоджей первый же пикап затормозил и двое милых тайцев услужливо согласились меня подкинуть до соседней провинции) а дальше как по накатанной) 20 машин, 17 байков, 3200 км по Тайланду! ?Такие потрясающие люди попадались, каждый пытался максимум помочь, а не просто подвезти) так молодой инженер из Бангкока напоил меня вкусным кофе, весёлая пара кормила всю дорогу бананами. Один таец, который мог меня подвезти только до соседнего города, а на улице лил дождь и он не хотел меня бросать на произвол судьбы, попросил купить мне билет до пункта назначения ?? вот такая забота) один раз меня подвозила доблестная полиция) ловлю машину, а с другой стороны эту картину наблюдает доблестная полиция Тайланда?не понимают, что я делаю.. бегут ко мне) я им рассказываю, что путешествую автостопом, но донести до них эту информацию не получается, no speek English и все тут, хоть в лепешку расшибись) говорят, что отвезут на автобусную станцию, сопротивление бесполезно! прокатилась на большом милицейском пикапе до ближайшего города, запихнули меня в автобус и приказали водителю доставить меня до пункта назначения в целости и сохранности? оставили мне свой номер, на случай непредвиденных ситуаций.. и не важно, что у меня не было мобильной связи, зато теперь есть связи в полиции Тайланда? и даже платные автобусы тормозили пару раз и везли меня бесплатно, а водители прикармливали вкусными пирожками) возможно в этом есть доля безрассудства, но это только для русских. В других странах студентам после окончания университетов дают время именно для путешествий, считая что таким образом станут более самостоятельными, готовыми ко взрослой жизни) по сравнению с иностранцами русские вообще не путешествуют, а лишь иногда выбираются погреться на недельку на море. Мне хотелось настоящего путешествия, где по-любому будут трудности, где придется много читать про новые города и выстраивать маршруты.. но это закаляет, развивает и делает сильнее) самое главное быть открытым к окружающим и улыбаться... с позитивом воспринимать мир вокруг и тогда все получится)",363,1,
126,351240,355052995.0,"Некоторые места в Центральной Индии вообще не посещаются западными туристами. Вот, например, Национальный парк Сатпура. Хотя местные пейзажи, я думаю, мало кого оставят равнодушными",24,,
127,351201,109793596.0,"Тем, кто в Чехии, и не знает, куда бы поехать *до 30го апреля.Несколько минут назад вышла супер акция, большое кол-во интересных мест по хорошим ценам, всё по 11 евро. Будь то Лондон, Париж, Осло, Брюссель, Амстердам или др...Если собираетесь, просьба написать в ЛС, поеду с вами. Практически в любое из направлений, т.к. сам не могу выбрать, теряюсь...",61,1933924,19
128,351168,10876799.0,"КАК ОТМЕЧАЮТ НОВЫЙ ГОД В ТАИЛАНДЕЯ специально приехал в Тай из Лаоса, чтобы встретить здесь местный новый год - Сонгкран. В Лаосе тоже есть подобный праздник, но там он проходит в 10 раз скучнее и спокойнее.Для празднования я выбрал малотуристический город Удон. Новый год в нем отмечают с 13 по 15 апреля.Причем, оказалось, что та улица, на которой я поселился, отмечала праздник на порядок шумнее и активнее, чем остальной город.Возможно, это связано с тем, что эта улица носит имя бывшего Короля Таиланда - Адульядета. Этого короля очень почитают, он был настоящим ""отцом"" нации, в честь его недавней смерти был объявлен годовой траур.Возможно, поэтому на улице, носящей его имя, гуляния отличались особенным размахом. На других улицах поливания водой, танцы, музыка и прочие атрибуты носили точечный характер - одни здесь, другие там.На нашей же улице яблоку негде было упасть. Машины к вечеру стояли в сплошной пробке. И это были не простые машины, все они были подготовлены именно к Сонгкрану - это были пикапы с бочками воды и толпами людей в кузове.У многих стояли колонки с музыкой, люди в кузове танцевали, поливали прохожих водой, а мы (стоявшие у обочины) - поливали и тех и других.Получается, я хотел праздника и я его получил, оказавшись в самом эпицентре событий.Как только я заселился в хостел, администратор сказал, чтобы я долго в номере не сидел, а спускался вниз на ""новогоднее пати"".Пати заключалось в том, что возле входа в отель на тротуаре они поставили надувной бассейн, наполнили его водой, раздали всем ведерки. В воду кинули 5 мешком льда - настоящая прорубь получилась.Этой водой мы поливали всех прохожих, людей в машинах, мотобайкеров и т.д. (в нашей ""команде"" было человек 15). В бассейн был брошен шланг, который постоянно пополнял запасы воды. И все же, мы черпали ее так быстро, что через 3-4 часа бассейн почти обмелел и нам пришлось малость замедлиться.Вообще, благодаря организации такого пати влиться в праздник оказалось очень просто. Еще в микроавтобусе я думал, где же мне искать компанию? Где искать воду?А тут все было уже готово, просто бери и веселись.Всего это пати длилось 3 дня (13-15 апреля). Но я попал только на два последних. Начиналось все около 4-5 вечера. Сначала потихоньку, а к 8 вечера наступал пик.В последний день гуляния шли вообще до 12 ночи. Плюс мы еще пошли на концерт какой-то рок группы под открытым небом. Около 1000 человек, которых поливали из пожарных рукавов - танцевать в таком искусственном дожде под зажигательный рок просто офигенно.Алкоголь все это время, конечно, присутствовал, но не в таких больших количествах. За весь вечер (с 5 вечера до 12 часов ночи) каждый из нас выпил, может, 2-3 бутылки пива. Ну, максимум 4.С учетом высокой физической активности все это было просто как вода - никакого серьезного опьянения.Иногда мимо проходили люди, в чьей крови явно было очень много алкоголя, но все они были максимально дружелюбными. Вообще, добрее, чем обычный таец может быть только пьяный таец.Что касается проезжающих миом людей, то мало кто из них ехал по делам. В эти дни все дела отменяются, 90% машин, которые проезжали мимо нас - проезжали именно ради того, чтобы поиграть в войнушки водой.Сколько же азарта в этой игре! Подобно реальной войне мы создавали целые тактики по атаке противника. Прикрывали друг друга, устраивали засады, совершенствовали оружие.Тот же лед использовался не просто так. Максимально холодная вода была направлена на то, чтобы ""победить"" в битве, т.к. когда льешь на человека обычную воду - он еще может сопротивляться, но плеснув в него обжигающе ледяную воду, ты добиваешься куда большего эффекта.Сначала мы просто черпали воду из бассейна со льдом. Потом додумались сложить мешки в кучу, чтобы сосредоточить максимальное охлаждение в одной точке.Потом новый уровень - мы начали доставать мешки со льдом из воды, и набирать в ведра воду, которая из них вытекала - это была максимально холодная вода, от которой ломило пальцы.Потом мы придумали даже не лить воду, а брать эти мешки и бросать на плечи прохожим. Ну, и апогеем этой ""холодной войны"" (во всех смыслах) стало использование ледяного куба. Т.е. мы накидали штук 7 мешков со льдом в большую бочку, а потом кидали в эту бочку людей.Кинули туда пару раз и меня. Скажу честно, несмотря на то, что на улице было +33, попадать в эту бочку очень неприятно. Ты чувствуешь укусы миллионов микро пчел, резкую боль - терпимую, конечно, но дольше 10-15 секунд сидеть в этой бочке сложно.Также я заметил такую особенность. Чем сильнее кто-то сопротивлялся тому, что его обливают - тем сильнее на него нападали.Так, если ты плескаешь в человека водой и он в ответ смеется - то ты просто смеешься ему в ответ и ""отстаешь"". Но если человек начинает пищать, изображать, что ему холодно, то на него нападают все, поливают просто нереально.Если он прячется за машиной или убегает - это вообще как красная тряпка для быка. Таких людей мы старались поймать и кинуть в ледяной куб.То же самое касалось ""самых умных"", т.е. тех, кто проходил мимо в дождевиках. Таким людям мы поднимали дождевики и заливали воду за шиворот или даже засыпали туда лед (моя разработка).Несмотря на то, что описанное выше выглядит выражением крайней агрессии, на самом деле все это происходило с невероятным позитивом. И даже те, кто с визгом выскакивали из ледяного куба - смеялись и кричали ""Кхапун Кап!"" (Спасибо!).Иногда эти люди подходили к нашему ледяному кубу, черпали из него холодную воду и начинали обливать нас. Мы не сопротивлялись, наоборот - подставляли тела и благодарили в ответ.Несколько раз люди в пикапах жестами показывали мне, что им нечем ответить, что у них кончилась вода. Тогда я брал свое ведро, наливал в их ковшики ледяную воду, а потом подставлял свое тело с широко расставленными руками в знак открытости и готовности. Они поливали меня моей же водой и это было весело, хоть и жутко неприятно.Под конец от такого обилия ледяной воды большинство из нас начало трясти. Нереально трясти, я в Сибири зимой никогда так не трясся. То же самое касалось большинства людей в пикапах и прохожих.Я видел, как некоторых людей сводит судорога и они буквально падают на ровном месте. У меня начало ломить район ключиц и шеи, т.к. туда вода попадает чаще всего.И несмотря на все это, несмотря на такие ужасающие последствия для организма, мы не останавливались. Эндорфин - мощный наркотик. Он снижает болевой порог и требует больше веселья.Никогда я не видел такого количества людей в состоянии эйфории. Причем это была не та эйфория, которой мы, обычно, обзываем просто сильное веселье.Это было такое состояние, когда человека ломало, он терял дар речи, терял возможность нормально двигаться и вообще ориентироваться в пространстве. Его просто выворачивало наизнанку, это было видно. Он закрывал глаза и производил хаотичные движения всем телом, извивался как червяк. Один раз мне даже стало немного страшно, я думал, что у человека приступ эпилепсии.Не думаю, что такое состояние было вызвано употреблением наркотиков (не считая эндорфина), т.к. эти люди потом вставали и продолжали нормально танцевать или даже бегать. Все это были 10-15 секундные припадки, вызванные состоянием всеобщего хаоса и веселья.Я в такое состояние так и не угодил, но эндорфина, тем не менее, было достаточно.Интересный момент - из Лаоса я приехал в очень пыльной одежде, даже с пятнами. Хотел после праздников все сдать в стирку, но сейчас смотрю на свои шорты - они как новые, ни пятнышка.Такой же результат получило тело. Для того, чтобы хорошенько его ""отпарить"" приходится 2-3 часа сидеть в бане.За 8 часов обливания холодной водой получился тот же эффект. Да простят меня за такие подробности, но грязь, накопленная за 5 месяцев поездок, с тела сходила просто слоями.Не зря, значит, Сонгкран считается символом очищения. Хотя, не такой уж это и символ - очищение вполне реальное. А в условиях отсутствия бани - это один из немногих способов нормально помыться.С сожалением я узнал, что 15 число - последний день праздника. 16-го на улицах не было никаких признаков былого беспредела. Ни капли воды, все люди в нормальном состоянии, все заведения снова открыты, никаких пробок на нашей улице, и даже полицейский, который вчера катался по асфальту в попытке исполнить нижний брейк, сегодня чист, ухожен и регулирует дорожное движение.Сонгкран налетел на город как цунами, как взрывная волна. Вот он был, а вот его уже и нет. Конечно, это даже хорошо, что он закончился, иначе без последствий бы точно не обошлось.А так - я здоров, никаких признаков простуды и прочего. Сейчас сидим в отеле и в 10 раз смотрим ролик, который я монтировал вчера ночью.Я делаю только первые шаги в видео монтаже, поэтому не все получается гладко. Но, думаю, атмосферу праздника все же удалось передать.Приятного просмотра!P.S. Мелодия, которая играет в ролике - одна из самых популярных на данный момент в Тае. На празднике она играла каждые 15-20 минут, без преувеличения.Может быть поэтому, движения многих людей так хорошо попадают в такт этой фоновой музыке.",1455,,
